Source;Destination;Distance
HND;UBJ;798.744
HND;UKB;427.726
HNL;KIX;6624.471
HNL;LAX;4113.264
HNL;MCO;7655.212
HNL;MIA;7824.692
HNL;NGO;6477.369
HNL;NRT;6145.611
HNL;ORD;6829.369
HNL;SFO;3860.052
HNL;SYD;8153.343
HPN;ORD;1187.978
HRE;JNB;955.002
HSV;LAS;2575.052
HSV;MCI;875.359
HSV;ORD;820.845
HYD;LHR;7746.488
IAD;LAX;3682.214
IAD;LHR;5917.085
IAD;MAD;6140.977
IAD;MFE;2401.516
IAD;MIA;1482.338
IAD;SAT;2191.810
IAD;SNA;3646.086
IAD;STL;1120.425
IAD;XNA;1514.571
IAH;LGA;2279.447
IAH;LHR;7779.391
IAH;MCO;1374.553
IAH;MIA;1551.574
IAH;MSP;1663.845
IAH;ORD;1488.783
IAH;PHX;1623.829
IAH;TPA;1267.260
IBZ;MAD;460.319
IBZ;MAH;268.699
IBZ;ORY;1097.523
IBZ;PMI;139.283
IBZ;VLC;174.259
ICN;KIX;861.382
ICN;NGO;975.093
ICN;NRT;1259.739
ICN;TPE;1460.245
ICT;MEM;728.928
ICT;ORD;946.057
ICT;SJD;1990.239
ICT;STL;630.428
IGR;MVD;1019.920
IND;MIA;1642.381
IND;ORD;285.471
IND;PHL;946.278
IND;STL;367.930
IPC;PPT;4254.498
IPC;SCL;3759.142
IQQ;LPB;492.177
IQQ;SCL;1425.909
IQQ;SLA;679.322
IQQ;VVI;807.425
IQT;LIM;1002.797
ISG;KIX;1547.970
ISG;MMY;122.306
ISG;OGN;123.399
ISG;OKA;404.255
ISG;UKB;1561.784
IST;LHR;2518.771
IST;MAD;2720.098
ITM;KIJ;449.331
ITM;KMI;491.864
ITM;KMJ;476.133
ITM;KOJ;549.944
ITM;MSJ;838.931
ITM;NGS;551.593
ITM;NRT;463.065
ITM;OKA;1210.005
ITM;SDJ;616.000
IVL;KTT;146.662
JAC;ORD;1870.903
JAX;MEX;2135.858
JAX;MIA;538.695
JAX;OKC;1581.866
JAX;OMA;1751.522
JAX;ORD;1390.489
JAX;STL;1212.198
JER;LGW;258.992
JFK;LAS;3617.800
JFK;LAX;3983.035
JFK;LGW;5583.901
JFK;LHR;5554.502
JFK;LIM;5839.922
JFK;MAD;5775.596
JFK;MBJ;2485.436
JFK;MCO;1519.192
JFK;MIA;1753.544
JFK;MXP;6429.892
JFK;NRT;10854.673
JFK;ORD;1190.868
JFK;PAP;2449.427
JFK;PIT;546.693
JFK;PLS;2096.632
JFK;PUJ;2500.948
JFK;RDU;686.451
JFK;SAN;3936.339
JFK;SCL;8202.265
JFK;SDQ;2493.176
JFK;SEA;3896.899
JFK;SFO;4161.965
JFK;SJO;3547.618
JFK;SJU;2570.958
JFK;SKB;2795.723
JFK;STI;2373.240
JFK;STL;1436.307
JFK;STT;2611.953
JFK;SXM;2705.662
JFK;SYD;16012.817
JFK;TPA;1617.442
JFK;UVF;3232.697
JFK;YHZ;962.679
JFK;YUL;536.675
JFK;YVR;3940.706
JFK;YYZ;589.438
JFK;ZRH;6326.524
JNB;LHR;9045.380
JNB;LVI;954.269
JNB;MAD;8077.794
JNB;MRU;3070.258
JNB;PLZ;905.779
JNB;SYD;11043.893
JNB;VFA;924.512
JNB;WDH;1166.416
JUL;LIM;843.231
KAJ;OUL;132.984
KBP;LHR;2192.079
KCZ;NKM;354.212
KCZ;OKA;1000.750
KGI;PER;538.047
KHH;NRT;2427.711
KIJ;NKM;320.779
KIN;LGW;7545.089
KIN;MIA;942.199
KIX;KUL;4935.907
KIX;LHR;9554.244
KIX;MMB;1299.845
KIX;MMY;1438.195
KIX;OKA;1168.840
KIX;PEK;1765.703
KIX;PUS;582.801
KIX;PVG;1309.576
KIX;SIN;4893.603
KIX;TPE;1703.527
KKJ;OKA;908.666
KMJ;NGO;594.457
KMJ;NKM;621.085
KMQ;OKA;1403.609
KOA;LAX;4029.652
KOA;NRT;6402.530
KOJ;NGO;660.009
KOJ;TKN;474.240
KOJ;UKB;524.115
KRK;LGW;1414.502
KRK;MAD;2106.097
KTA;PER;1246.551
KTD;MMD;12.600
KTD;OKA;369.364
KUL;NRT;5402.703
KUL;SIN;297.312
KWI;LHR;4681.571
LAD;LHR;6812.919
LAS;LAX;380.154
LAS;MCI;1833.602
LAS;MCO;3281.913
LAS;MFE;1946.659
LAS;MIA;3499.396
LAS;ORD;2437.007
LAS;SJU;5181.423
LAS;STL;2206.964
LAS;YUL;3604.033
LAX;LHR;8780.385
LAX;LIH;4208.679
LAX;LIM;6705.962
LAX;MAN;8550.411
LAX;MCI;2194.069
LAX;MCO;3569.066
LAX;MEL;12747.745
LAX;MIA;3768.946
LAX;MRY;428.617
LAX;MSP;2471.025
LAX;MSY;2688.095
LAX;NRT;8772.916
LAX;OGG;4000.047
LAX;OKC;1910.397
LAX;ORD;2807.676
LAX;PBI;3749.308
LAX;RDU;3602.538
LAX;RSW;3602.129
LAX;SAL;3732.845
LAX;SAN;175.624
LAX;SBA;142.521
LAX;SCL;8962.390
LAX;SFO;543.042
LAX;SJC;495.548
LAX;SJD;1465.782
LAX;SJU;5449.684
LAX;STL;2562.212
LAX;SYD;12050.557
LAX;TPA;3472.829
LAX;XNA;2206.717
LAX;YYZ;3501.168
LCA;LHR;3283.181
LCG;MAD;506.475
LCG;ZAZ;629.684
LCY;LYS;741.761
LCY;MAD;1255.295
LCY;NCE;1024.214
LCY;WAW;1438.356
LCY;ZRH;761.285
LDH;SYD;786.815
LED;LHR;2119.554
LEI;MAD;418.293
LEI;MLN;181.406
LEN;MAD;290.101
LGA;MCO;1528.715
LGA;MIA;1764.764
LGA;MSN;1306.708
LGA;MSP;1642.020
LGA;ORD;1180.076
LGA;PBI;1665.048
LGA;PHX;3457.811
LGA;PIT;538.899
LGA;PSP;3818.994
LGA;RDU;692.904
LGA;SAT;2552.040
LGA;SEA;3882.794
LGA;SNA;3940.889
LGA;STL;1429.296
LGA;XNA;1845.566
LGA;YUL;521.508
LGA;YYZ;574.000
LGW;LUX;485.538
LGW;MAD;1212.593
LGW;MAN;283.710
LGW;MCO;7005.135
LGW;MLA;2063.591
LGW;MRS;949.259
LGW;NAP;1594.040
LGW;PFO;3190.549
LGW;PMI;1308.434
LGW;POS;7100.108
LGW;PRN;1868.437
LGW;PSA;1149.526
LGW;SKB;6617.321
LGW;SKG;2138.271
LGW;SZG;1024.788
LGW;TAB;7017.811
LGW;TIA;1867.812
LGW;TLS;844.087
LGW;TPA;7124.831
LGW;TRN;880.668
LGW;TUN;1790.798
LGW;UVF;6801.815
LGW;VAR;2280.729
LGW;VCE;1119.579
LGW;VRN;1040.018
LGW;ZRH;755.382
LHR;LIN;982.694
LHR;LIS;1564.738
LHR;LOS;4989.954
LHR;LUN;7914.685
LHR;LYS;758.907
LHR;MAA;8241.804
LHR;MAD;1244.050
LHR;MAN;242.503
LHR;MCT;5840.508
LHR;MEL;16903.472
LHR;MEX;8916.906
LHR;MIA;7121.237
LHR;MRU;9764.970
LHR;MUC;944.342
LHR;MXP;938.343
LHR;NAS;6988.002
LHR;NBO;6565.576
LHR;NCE;1042.513
LHR;NCL;404.600
LHR;NRT;9614.799
LHR;ORD;6361.299
LHR;OSL;1207.405
LHR;OTP;2110.483
LHR;PEK;8174.953
LHR;PHL;5704.817
LHR;PHX;8482.670
LHR;PLS;6893.369
LHR;PRG;1047.518
LHR;PVG;9261.879
LHR;RDU;6231.111
LHR;SEA;7724.881
LHR;SFO;8637.930
LHR;SIN;10887.785
LHR;SOF;2045.400
LHR;STR;758.497
LHR;SYD;17015.550
LHR;TIP;2365.454
LHR;TLV;3593.449
LHR;TXL;950.071
LHR;VCE;1154.139
LHR;VIE;1278.820
LHR;WAW;1474.154
LHR;YUL;5229.451
LHR;YVR;7601.464
LHR;YYC;7036.637
LHR;YYZ;5723.276
LHR;ZRH;790.139
LIH;SJU;9593.711
LIL;MAD;1232.704
LIM;LPB;1083.133
LIM;MAD;9519.673
LIM;MDE;2019.742
LIM;MEX;4231.242
LIM;MIA;4197.337
LIM;PCL;489.761
LIM;PEM;860.225
LIM;PIU;846.560
LIM;SCL;2452.867
LIM;TBP;1003.431
LIM;TCQ;992.701
LIM;TPP;615.147
LIM;TRU;487.570
LIM;UIO;1322.559
LIM;VVI;1627.265
LIN;MAD;1181.483
LIR;MIA;1771.115
LIR;YYZ;3710.574
LIS;MAD;514.377
LIS;VLC;752.100
LIS;ZAZ;759.370
LIT;ORD;888.521
LOS;MAD;3819.104
LPA;MAD;1765.034
LPA;SCQ;1775.246
LPA;SDR;2008.435
LPA;VLC;1879.835
LPB;MIA;4860.197
LPB;SCL;1887.839
LPB;VVI;552.614
LRM;MIA;1426.823
LRM;SJU;307.405
LSC;SCL;387.482
LSE;ORD;345.560
LST;MEL;475.611
LYS;MAD;912.615
MAD;MAH;666.582
MAD;MEX;9080.284
MAD;MIA;7119.701
MAD;MJV;384.407
MAD;MLN;581.166
MAD;MPL;710.946
MAD;MRS;797.328
MAD;MUC;1498.061
MAD;MVD;9922.389
MAD;MXP;1150.896
MAD;NAP;1507.520
MAD;NCE;958.142
MAD;NTE;756.413
MAD;OPO;439.166
MAD;ORD;6761.694
MAD;ORY;1027.843
MAD;OTP;2465.105
MAD;OVD;397.504
MAD;PMI;547.257
MAD;PNA;299.203
MAD;PRG;1751.778
MAD;PSA;1206.396
MAD;PTY;8163.058
MAD;RAK;1064.714
MAD;RJL;241.338
MAD;RNS;854.353
MAD;SCL;10699.279
MAD;SCQ;483.735
MAD;SDQ;6698.030
MAD;SDR;326.503
MAD;SJO;8507.215
MAD;SJU;6386.657
MAD;SPC;1846.930
MAD;SSG;4251.548
MAD;SVQ;396.490
MAD;SXB;1259.013
MAD;TFN;1771.459
MAD;TFS;1823.748
MAD;TLS;536.346
MAD;TLV;3551.410
MAD;TNG;567.746
MAD;TRN;1054.125
MAD;TXL;1854.220
MAD;UIO;8749.742
MAD;VCE;1409.270
MAD;VGO;465.224
MAD;VIE;1808.516
MAD;VIT;274.472
MAD;VLC;286.092
MAD;WAW;2273.920
MAD;XRY;469.346
MAD;ZAZ;248.966
MAD;ZRH;1240.518
MAH;PMI;132.375
MAH;VLC;405.352
MAN;ORD;6157.329
MAR;MIA;1912.486
MBJ;MIA;843.512
MBJ;MSY;1783.733
MBJ;SNA;4302.413
MCI;MCO;1725.904
MCI;MSP;632.407
MCI;ORD;648.128
MCI;SLC;1480.178
MCI;YYZ;1347.874
MCO;MIA;309.047
MCO;MSP;2108.463
MCO;ORD;1617.409
MCO;PHX;2975.149
MCO;SAN;3458.130
MCO;SDQ;1623.309
MCO;SFO;3936.267
MCO;SJU;1912.854
MCO;STL;1418.652
MDE;MIA;2233.021
MDE;UIO;775.960
MDZ;SCL;196.149
MEL;MQL;455.927
MEL;PER;2706.128
MEL;PVG;7985.672
MEL;SIN;6023.938
MEL;SYD;705.925
MEL;WLG;2595.684
MEM;MIA;1383.136
MEM;ORD;790.794
MEM;PDX;2983.771
MEM;SAN;2522.582
MEM;SJC;2871.435
MEM;SLC;2030.603
MEX;MIA;2052.660
MEX;NRT;11271.712
MEX;ORD;2712.728
MEX;SCL;6573.224
MEX;SDF;2444.809
MEX;YVR;3940.772
MEX;YYZ;3242.474
MFE;OKC;1023.668
MFE;OMA;1691.695
MFE;PBI;1809.168
MGA;MIA;1632.218
MGA;TPA;1793.307
MHH;MIA;330.387
MIA;MSP;2415.174
MIA;MSY;1085.564
MIA;MVD;7181.440
MIA;NAS;296.175
MIA;ORD;1926.440
MIA;ORF;1290.501
MIA;PAP;1147.501
MIA;PHL;1630.553
MIA;PHX;3173.274
MIA;PIT;1630.131
MIA;PLS;930.874
MIA;POP;1200.568
MIA;POS;2610.556
MIA;PTY;1853.172
MIA;PUJ;1466.111
MIA;RDU;1127.159
MIA;REC;6177.786
MIA;RIC;1328.602
MIA;RNO;3964.850
MIA;RSW;167.974
MIA;SAL;1646.327
MIA;SAP;1393.187
MIA;SAV;707.634
MIA;SCL;6626.768
MIA;SDF;1465.378
MIA;SDQ;1364.915
MIA;SFO;4160.239
MIA;SJO;1796.881
MIA;SJU;1682.420
MIA;SKB;2045.144
MIA;SNA;3717.264
MIA;SRQ;286.974
MIA;SSA;6245.199
MIA;STI;1220.748
MIA;STL;1719.479
MIA;STT;1781.492
MIA;STX;1833.691
MIA;SXM;1969.247
MIA;TGU;1486.644
MIA;TLH;647.487
MIA;TPA;328.787
MIA;UIO;2875.906
MIA;UVF;2421.624
MIA;VVI;5151.910
MIA;YUL;2260.444
MIA;YVR;4507.533
MIA;YYZ;1984.877
MKE;MQT;399.501
MKE;ORD;107.597
MKE;STL;510.710
MKY;ROK;278.789
MKY;TSV;329.844
MLI;ORD;224.454
MLN;PMI;691.210
MLN;SVQ;354.637
MLN;VLC;515.972
MMD;OKA;364.179
MMY;OKA;283.482
MMY;TRA;61.986
MNL;NRT;3046.129
MNL;SYD;6242.856
MPN;PUQ;853.316
MPN;RGL;750.637
MPN;SCL;2276.646
MQT;ORD;506.952
MRZ;NAA;90.944
MRZ;SYD;508.993
MSN;ORD;174.588
MSN;STL;495.322
MSP;OKC;1117.286
MSP;ORD;537.760
MSP;PHL;1577.890
MSP;SFO;2557.046
MSP;STL;721.116
MSP;TUL;990.200
MSP;YYZ;1091.915
MSY;ORD;1346.513
MSY;RDU;1254.286
MSY;SLC;2298.599
MSY;SNA;2637.373
MSY;STL;971.252
MSY;TUS;1985.110
MSY;YYZ;1786.697
MTJ;ORD;1740.026
MTY;OMA;1765.172
MTY;TPA;1761.496
MVD;SCL;1369.460
MXP;NRT;9771.982
MYJ;NKM;418.825
MYJ;OKA;976.014
NAA;SYD;421.856
NAS;PLS;642.780
NEV;SJU;386.605
NGO;NRT;340.809
NGO;OKA;1300.601
NGO;PVG;1459.444
NGO;SDJ;517.838
NGO;TPE;1849.362
NGO;TSN;1791.883
NGS;NKM;696.838
NKM;OBO;992.530
NOU;SYD;1979.646
NRT;ORD;10097.351
NRT;PEK;2139.974
NRT;PER;7916.108
NRT;PUS;1040.501
NRT;PVG;1798.729
NRT;SFO;8246.444
NRT;SGN;4380.844
NRT;SIN;5349.645
NRT;SYD;7797.990
NRT;TAO;1801.693
NRT;TPE;2182.172
NRT;XMN;2470.022
NRT;YVR;7522.043
OGG;SJU;9343.530
OGN;OKA;507.453
OKA;OKJ;1120.181
OKA;RNJ;120.387
OKA;UEO;94.931
OKA;UKB;1184.399
OKC;ORD;1114.987
OKC;PBI;1925.687
OKC;PDX;2388.482
OKC;PHX;1341.325
OKC;SAT;654.866
OKC;SJC;2187.895
OKC;STL;742.732
OKC;TPA;1645.637
OMA;ORD;669.604
OMA;PHX;1669.509
OMA;RDU;1603.996
OMA;SEA;2200.796
ONT;SAT;1876.697
ORD;PBI;1840.537
ORD;PHL;1090.943
ORD;PHX;2317.282
ORD;PIA;209.109
ORD;PIT;663.807
ORD;PSP;2658.086
ORD;PVG;11357.375
ORD;PVR;2868.948
ORD;RDU;1039.963
ORD;RIC;1033.287
ORD;RNO;2689.881
ORD;ROC;849.404
ORD;RST;431.894
ORD;RSW;1802.875
ORD;SAN;2772.986
ORD;SAT;1676.167
ORD;SDF;461.105
ORD;SEA;2769.071
ORD;SFO;2971.105
ORD;SGF;705.300
ORD;SJC;2944.133
ORD;SJD;2908.105
ORD;SJU;3334.062
ORD;SLC;2011.346
ORD;SNA;2777.307
ORD;SPI;280.164
ORD;STL;415.254
ORD;SYR;976.459
ORD;TOL;343.336
ORD;TPA;1628.165
ORD;TUL;941.989
ORD;TUS;2312.690
ORD;TVC;360.055
ORD;TYS;763.908
ORD;XNA;839.958
ORD;YOW;1053.416
ORD;YUL;1203.511
ORD;YYZ;702.065
ORF;STL;1263.044
ORY;PMI;1019.523
ORY;RGS;847.045
ORY;VLL;963.105
ORY;ZAZ;828.549
OSL;SRP;324.460
OVD;SVQ;682.524
OVD;VLC;647.447
PBI;SAT;1830.920
PBO;PER;987.390
PDX;STL;2748.580
PEK;SYD;8934.003
PER;PHE;1308.135
PER;SIN;3894.868
PER;SYD;3284.133
PER;ZNE;1017.146
PHL;PHX;3339.909
PHL;SDQ;2436.359
PHL;SEA;3827.485
PHL;SJU;2536.299
PHL;STL;1309.213
PHX;RSW;3006.479
PHX;SDF;2423.737
PHX;STL;2030.696
PHX;TPA;2877.854
PMC;PUQ;1296.565
PMC;SCL;915.938
PMC;ZCO;299.237
PMI;SDR;695.373
PMI;VLC;276.052
PMI;VLL;684.090
POP;SJU;502.356
POS;SJU;1002.747
POS;UVF;349.613
PPT;SCL;7942.095
PQQ;SYD;320.125
PSP;PVR;1831.432
PTP;SJU;532.510
PUJ;SCL;5755.559
PUJ;SJU;249.789
PUQ;RGL;187.381
PUQ;SCL;2178.564
PUQ;USH;264.981
PVG;SYD;7836.401
RDU;SAN;3529.657
RDU;SGF;1314.580
RDU;STL;1074.171
RDU;TPA;944.877
RGL;SCL;2026.980
RIC;SAN;3645.420
RIC;SAT;2148.176
RIC;STL;1151.587
RIC;TUL;1659.679
RNO;XNA;2260.227
ROK;TSV;597.568
RSW;STL;1575.345
RSW;TUS;2892.130
SAN;SAT;1817.698
SAN;SJC;671.125
SAN;STL;2506.066
SAN;TUL;1990.272
SAT;SEA;2855.447
SAT;SJC;2339.701
SAT;SLC;1749.067
SAT;SMF;2353.839
SAT;STL;1264.811
SAT;TUS;1226.310
SAT;YYC;2723.698
SCL;SLA;1077.182
SCL;SYD;11362.832
SCL;UIO;3767.807
SCL;USH;2391.374
SCL;VVI;1904.888
SCL;YYZ;8581.126
SCL;ZCO;619.106
SCL;ZOS;826.161
SCQ;SVQ;645.041
SCQ;VLC;765.109
SDQ;SJU;387.402
SDR;SVQ;689.992
SDR;VLC;518.602
SEA;STL;2750.571
SFO;SNA;598.166
SFO;STL;2792.606
SFO;SYD;11936.432
SGF;STL;313.237
SIN;SYD;6287.870
SJC;SNA;550.340
SJD;TUS;1000.575
SJU;SKB;369.667
SJU;SLU;725.060
SJU;STI;496.518
SJU;STT;109.267
SJU;STX;151.292
SJU;SXM;309.121
SJU;TPA;1991.396
SLC;TPA;3037.671
SNA;YYZ;3472.528
SPC;SVQ;1473.855
STL;TPA;1398.496
STL;TUL;564.093
STL;TUS;2002.096
STL;XNA;442.747
STL;YVR;2848.795
STL;YYZ;1052.672
STX;TPA;2142.545
SVQ;TLS;923.283
SVQ;VLC;525.229
SVQ;VLL;484.408
SVQ;ZAZ;629.374
SXM;YUL;3197.372
SYD;TMW;318.914
SYD;WGA;366.420
SYD;WLG;2231.744
SYD;ZQN;1940.603
TFN;VLC;1902.153
TPA;YYZ;1761.509
VGO;VLC;750.833
VGO;ZAZ;631.876
ZCO;ZOS;207.980
